HouseholdSurvey.earninc_hihsp,HouseholdSurvey.hihage,HouseholdSurvey.hihgender,HouseholdSurvey.hihecon,HouseholdSurvey.specon,HouseholdSurvey.age_1,HouseholdSurvey.hhwork,HouseholdSurvey.hedqual8,HouseholdSurvey.nssec2,HouseholdSurvey.seg,HouseholdSurvey.tothinc,HouseholdSurvey.ha7_1,HouseholdSurvey.hb509,HouseholdSurvey.save1,HouseholdSurvey.credit109a,HouseholdSurvey.credit309c,HouseholdSurvey.hcost_amt,HouseholdSurvey.hk2
0,52,1,10,NA,11,2,2,9,17,4,10,4,NA,NA,NA,350,4
0,53,1,10,NA,11,2,6,9,17,3,10,4,NA,NA,NA,300,3
0,73,2,5,NA,15,2,6,9,17,3,5,4,1,0,0,360,3
0,83,2,5,NA,17,2,6,9,17,3,5,4,2,0,0,300,2
29000,66,1,3,3,14,3,2,5,9,6,3,2,5,0,0,NA,2
0,69,1,5,NA,14,2,2,9,17,4,5,2,2,0,0,NA,2
0,77,1,5,5,16,5,6,9,17,5,5,4,2,0,0,450,2
0,28,1,6,NA,6,2,2,6,10,2,6,4,1,0,0,240,3
7000,40,2,3,NA,8,1,4,7,7,3,3,4,1,0,0,400,3
0,72,1,5,NA,15,2,6,9,17,3,5,4,NA,NA,NA,380,4
0,73,2,5,NA,15,2,5,9,17,4,5,4,2,0,0,390,2
62000,59,1,2,2,12,3,4,1,5,8,2,1,3,1,0,1000,1
24000,33,2,2,3,7,3,2,6,10,5,3,1,NA,NA,NA,270,3
0,79,1,5,5,16,5,5,9,17,3,5,4,NA,NA,NA,370,2
0,68,1,5,NA,14,2,4,2,2,4,5,2,NA,NA,NA,NA,1
0,75,2,5,NA,15,2,5,9,17,NA,5,2,NA,NA,NA,NA,2
3000,25,2,3,NA,5,1,1,7,7,4,3,4,NA,NA,NA,370,3
0,71,2,5,NA,15,2,6,9,17,3,5,4,NA,NA,NA,240,1
24000,47,1,2,NA,10,1,2,3,6,5,2,2,NA,NA,NA,NA,3
0,52,2,6,NA,11,2,1,7,10,1,6,2,NA,NA,NA,NA,3
14000,47,2,2,10,10,4,3,6,10,5,10,1,NA,NA,NA,250,3
8000,51,2,3,NA,11,1,1,6,9,4,3,4,NA,NA,NA,450,3
0,68,2,5,NA,14,2,4,9,17,3,5,4,NA,NA,NA,240,1
0,71,2,5,NA,15,2,3,9,17,3,5,4,NA,NA,NA,590,2
57000,31,1,2,2,7,3,2,1,5,8,2,1,NA,NA,NA,280,1
0,77,2,5,NA,16,2,5,9,17,NA,5,4,NA,NA,NA,280,3
0,86,2,5,NA,18,2,1,9,17,4,5,4,4,0,0,360,3
0,34,2,4,NA,7,2,6,9,17,3,4,4,NA,NA,NA,370,3
0,80,2,5,NA,16,2,5,9,17,4,5,4,NA,NA,NA,600,3
0,75,2,5,NA,15,2,4,9,17,5,5,2,NA,NA,NA,NA,2
25000,54,2,2,3,12,3,1,6,6,6,3,2,3,0,0,NA,2
35000,43,1,1,4,9,4,1,4,12,7,1,4,NA,NA,NA,450,8
0,41,2,10,NA,9,2,5,6,6,NA,10,4,NA,NA,NA,310,3
22000,53,1,2,NA,11,1,1,6,6,5,2,1,2,0,0,270,3
39000,40,1,2,NA,8,1,3,4,12,7,2,4,NA,NA,NA,450,3
41000,35,1,2,2,7,3,2,7,11,8,2,1,NA,NA,NA,320,1
26000,46,1,2,4,9,4,1,2,5,8,4,1,NA,NA,NA,570,2
12000,52,1,2,2,11,3,1,7,9,3,2,4,NA,NA,NA,350,1
0,63,2,10,NA,13,2,6,9,17,4,10,4,1,0,0,390,2
14000,72,2,5,2,15,4,6,9,17,5,5,2,NA,NA,NA,NA,3
22000,60,2,2,6,12,4,2,6,10,5,6,2,NA,NA,NA,NA,2
40000,41,1,2,2,9,3,1,5,9,8,2,1,NA,NA,NA,NA,3
19000,58,1,2,NA,12,1,2,7,9,4,2,1,NA,NA,NA,240,2
0,85,1,5,5,17,5,6,9,17,2,5,2,NA,NA,NA,NA,2
0,61,1,6,NA,13,2,6,9,17,3,6,4,NA,NA,NA,300,4
0,33,2,4,NA,7,2,1,9,17,4,4,4,NA,NA,NA,480,3
24000,54,1,2,NA,11,1,1,2,5,5,2,2,NA,NA,NA,NA,1
0,38,2,11,NA,8,2,5,9,17,NA,11,4,NA,NA,NA,400,3
0,50,1,6,NA,10,2,6,9,17,3,6,4,NA,NA,NA,350,3
0,79,1,5,NA,16,2,5,9,17,2,5,3,NA,NA,NA,240,1
0,38,1,11,NA,8,2,3,6,10,3,11,4,1,1,0,400,2
0,59,2,13,NA,12,2,2,9,17,3,6,4,NA,NA,NA,370,3
0,65,1,5,5,13,5,5,6,6,1,5,2,NA,NA,NA,NA,1
18000,40,2,2,NA,8,1,1,3,6,4,2,1,NA,NA,NA,390,5
43000,32,2,2,2,7,3,2,3,6,8,2,1,NA,NA,NA,360,2
0,69,2,5,NA,14,2,5,9,17,4,5,4,2,1,0,420,2
0,43,2,10,NA,9,2,6,9,17,3,10,4,NA,NA,NA,450,6
0,58,2,11,NA,12,2,5,9,17,5,11,4,1,0,0,260,3
0,67,2,3,5,14,4,5,4,12,3,5,2,NA,NA,NA,NA,2
20000,33,2,2,NA,7,1,3,6,10,5,2,4,NA,NA,NA,550,2
18000,59,2,2,NA,12,1,1,2,5,4,2,2,NA,NA,NA,NA,2
33000,62,2,3,5,14,4,3,6,7,8,5,3,NA,NA,NA,620,2
31000,57,1,1,4,12,4,1,4,12,7,4,4,NA,NA,NA,320,3
28000,41,1,2,NA,9,1,2,1,5,6,2,4,NA,NA,NA,500,2
46000,39,2,3,2,8,3,4,2,5,8,2,1,NA,NA,NA,720,3
0,76,1,5,5,16,5,4,9,17,6,5,2,NA,NA,NA,NA,1
26000,56,2,2,NA,12,1,4,2,5,6,2,1,3,1,0,400,1
12000,64,2,2,NA,13,1,3,6,10,3,2,2,NA,NA,NA,NA,1
0,64,2,10,NA,13,2,5,9,17,2,10,4,NA,NA,NA,300,3
48000,56,1,2,NA,12,1,2,5,9,8,2,2,NA,NA,NA,NA,1
36000,28,1,2,2,6,3,3,5,8,7,2,4,2,0,0,380,3
11000,61,2,2,NA,13,1,4,2,5,3,2,2,NA,NA,NA,NA,3
0,67,1,5,NA,14,2,6,4,12,3,5,2,NA,NA,NA,NA,3
0,59,1,10,NA,12,2,1,6,10,2,10,4,NA,NA,NA,350,4
0,68,2,5,NA,14,2,6,9,17,2,5,4,2,0,0,320,2
17000,52,1,3,NA,11,1,2,6,10,6,3,4,NA,NA,NA,350,4
0,51,1,11,NA,11,2,6,6,10,4,11,5,NA,NA,NA,NA,3
26000,57,1,2,2,12,3,3,7,9,6,2,1,NA,NA,NA,540,2
7000,48,2,3,NA,10,1,6,6,6,4,3,4,NA,NA,NA,470,3
0,68,1,5,5,14,5,6,9,17,5,5,2,NA,NA,NA,NA,2
0,86,1,5,5,17,5,2,9,17,6,5,5,NA,NA,NA,NA,2
22000,45,2,2,2,10,3,3,2,5,5,2,1,NA,NA,NA,340,2
48000,36,2,2,2,8,3,4,2,5,8,2,1,NA,NA,NA,400,2
14000,30,1,2,6,6,4,1,6,10,4,2,4,NA,NA,NA,450,3
14000,28,2,2,NA,6,1,3,3,6,3,2,4,NA,NA,NA,400,3
0,71,2,5,NA,15,2,6,9,17,3,5,4,NA,NA,NA,380,3
0,74,2,5,NA,15,2,6,9,17,4,5,2,NA,NA,NA,NA,2
40000,60,1,2,3,12,3,3,7,9,7,3,2,2,0,0,NA,2
0,76,1,5,NA,16,2,6,9,17,4,5,2,2,0,0,NA,3
0,73,1,5,5,15,5,6,9,17,5,5,2,2,0,0,NA,3
39000,54,1,2,2,10,3,1,6,10,7,2,1,NA,NA,NA,450,3
0,71,2,5,NA,15,2,6,9,17,4,5,4,NA,NA,NA,240,2
0,69,1,5,5,14,5,3,4,12,4,5,2,NA,NA,NA,NA,3
30000,62,1,2,5,13,4,4,2,5,7,2,2,3,0,0,NA,2
42000,28,2,2,2,6,3,3,6,10,8,2,1,2,0,0,450,1
0,73,1,5,NA,15,2,6,9,17,3,5,4,1,0,0,360,3
0,65,1,5,4,12,5,5,5,9,3,4,2,NA,NA,NA,NA,2
15000,22,2,3,NA,5,1,2,5,9,5,3,4,NA,NA,NA,330,2
0,76,2,5,NA,16,2,6,9,17,3,5,4,NA,NA,NA,320,3
0,71,2,5,NA,15,2,6,9,17,5,5,4,2,0,0,320,3
0,62,1,1,NA,13,1,6,9,17,2,1,2,1,0,0,NA,2
0,80,2,5,5,16,5,2,9,17,4,5,2,NA,NA,NA,NA,1
50000,49,1,2,2,10,3,4,1,4,8,2,1,2,0,0,1000,2
16000,46,2,2,2,10,3,1,9,17,4,2,1,1,0,0,370,7
52000,54,1,2,3,10,3,4,5,9,8,3,2,3,0,0,NA,2
56000,54,1,2,2,11,3,4,1,5,8,2,1,3,0,0,650,1
0,83,2,5,NA,17,2,6,9,17,3,5,2,3,0,0,NA,2
8000,63,1,10,3,13,4,NA,9,17,3,3,2,NA,NA,NA,NA,3
0,54,2,2,10,12,4,NA,5,8,3,10,4,3,0,0,400,3
0,46,2,10,NA,10,2,1,6,6,3,10,4,1,0,0,320,5
0,64,1,6,4,13,5,5,5,8,2,6,2,NA,NA,NA,NA,3
0,58,2,10,NA,12,2,6,9,17,2,10,4,NA,NA,NA,420,4
0,81,1,5,5,15,5,6,9,17,2,5,2,5,0,0,NA,3
0,74,2,5,NA,15,2,6,9,17,3,5,2,3,0,0,NA,3
41000,31,1,2,3,6,3,5,7,9,8,3,4,NA,NA,NA,520,5
0,64,2,2,5,14,4,NA,7,10,2,5,2,NA,NA,NA,NA,3
0,85,2,5,NA,17,2,NA,9,17,4,5,4,NA,NA,NA,320,3
0,77,1,5,5,16,5,4,9,17,6,5,2,NA,NA,NA,NA,1
14000,47,1,2,NA,10,1,1,5,9,3,2,4,NA,NA,NA,450,2
0,72,1,5,5,15,5,3,9,17,5,5,2,NA,NA,NA,NA,1
62000,47,1,2,4,9,4,3,2,2,8,4,1,NA,NA,NA,1000,1
5000,73,2,5,5,15,5,4,9,17,8,5,2,NA,NA,NA,NA,2
0,86,2,5,NA,18,2,4,9,17,4,5,2,NA,NA,NA,NA,2
0,74,1,5,5,15,5,4,9,17,5,5,2,NA,NA,NA,NA,1
62000,41,1,2,3,8,3,4,1,1,8,3,1,NA,NA,NA,1000,2
0,82,1,5,5,17,5,4,9,17,5,5,2,NA,NA,NA,NA,8
0,75,1,5,5,15,5,6,9,17,5,5,2,2,0,0,NA,3
19000,59,1,2,NA,12,1,1,7,9,4,2,4,NA,NA,NA,400,3
0,74,1,5,NA,15,2,NA,9,17,3,5,2,NA,NA,NA,NA,2
30000,35,2,2,2,7,3,2,7,11,7,2,1,3,1,0,340,1
42000,37,2,3,2,8,3,1,3,6,8,3,3,NA,NA,NA,240,5
0,80,2,5,NA,16,2,6,9,17,NA,5,2,NA,NA,NA,NA,2
0,27,2,4,6,6,5,1,9,17,7,4,4,1,0,0,340,3
0,59,2,11,NA,12,2,1,9,17,3,11,4,NA,NA,NA,500,4
22000,61,2,2,11,13,4,3,3,6,6,11,2,1,0,0,NA,3
12000,58,2,3,NA,12,1,6,2,2,3,3,4,NA,NA,NA,320,4
0,29,2,4,NA,6,2,3,5,8,2,4,1,NA,NA,NA,380,3
0,72,1,5,6,12,5,5,9,17,2,6,4,NA,NA,NA,300,4
38000,56,1,2,2,12,3,1,6,9,7,2,4,NA,NA,NA,380,2
0,63,2,5,6,13,5,6,9,17,5,5,4,NA,NA,NA,400,5
0,83,2,5,NA,17,2,6,9,17,1,5,2,NA,NA,NA,NA,3
0,27,2,6,NA,6,2,1,3,6,4,6,4,1,0,0,650,5
0,80,2,5,5,16,5,5,9,17,2,5,2,NA,NA,NA,NA,2
28000,56,1,2,3,12,3,1,3,5,6,2,2,NA,NA,NA,NA,2
0,24,2,4,NA,5,2,1,9,17,3,4,4,NA,NA,NA,370,4
0,86,2,5,NA,18,2,5,9,17,2,5,2,3,0,0,NA,2
0,35,2,4,NA,7,2,1,9,17,7,4,4,NA,NA,NA,400,2
0,67,2,5,5,14,5,5,9,17,6,5,4,NA,NA,NA,300,5
17000,37,2,2,NA,8,1,1,4,12,4,2,4,NA,NA,NA,330,2
0,49,1,11,NA,10,2,1,9,17,NA,11,4,1,0,0,550,4
48000,46,1,2,1,9,3,3,2,5,8,1,1,3,1,0,800,2
30000,68,1,5,NA,14,2,5,4,12,7,5,4,NA,NA,NA,370,2
0,21,1,11,NA,5,2,6,9,17,2,11,4,NA,NA,NA,360,4
17000,71,1,5,2,15,4,2,9,17,7,5,2,NA,NA,NA,NA,1
0,76,2,5,NA,16,2,5,9,17,2,5,4,1,0,0,350,5
0,67,1,5,5,14,5,2,5,10,3,5,2,3,0,0,NA,3
32000,52,1,2,2,11,3,3,5,8,7,2,2,NA,NA,NA,NA,2
0,70,1,5,5,14,5,1,9,17,6,5,2,NA,NA,NA,NA,2
30000,29,1,2,NA,6,1,4,3,5,6,2,5,NA,NA,NA,NA,2
32000,31,1,2,2,7,3,2,2,2,7,2,1,NA,NA,NA,370,3
17000,24,1,2,NA,5,1,7,6,10,4,2,4,NA,NA,NA,300,4
51000,34,2,2,2,7,3,NA,2,6,8,2,1,3,1,1,400,2
58000,26,2,2,2,6,3,3,2,5,8,2,1,NA,NA,NA,740,2
29000,26,2,2,2,6,3,3,5,8,6,2,4,NA,NA,NA,590,2
0,30,2,11,NA,6,2,6,7,11,4,11,4,NA,NA,NA,330,3
46000,43,1,2,2,9,3,3,2,6,8,2,1,NA,NA,NA,750,2
62000,65,2,2,2,13,3,4,1,1,8,2,2,NA,NA,NA,NA,1
33000,40,1,2,3,8,3,1,5,8,7,2,4,NA,NA,NA,380,2
0,84,1,5,NA,17,2,5,9,17,4,5,4,5,0,0,300,1
44000,59,1,2,3,11,3,6,5,8,8,3,2,NA,NA,NA,NA,1
0,86,1,5,5,18,5,5,9,17,2,5,2,NA,NA,NA,NA,2
16000,49,2,3,1,10,3,6,6,10,4,3,2,NA,NA,NA,NA,3
0,64,1,11,NA,13,2,1,9,17,4,11,4,NA,NA,NA,260,3
53000,34,1,2,3,7,3,4,1,5,8,2,1,NA,NA,NA,700,3
17000,26,2,2,NA,6,1,4,7,15,4,2,1,NA,NA,NA,350,2
13000,55,2,2,11,11,4,1,5,8,4,2,1,NA,NA,NA,240,5
46000,38,1,2,2,4,3,6,7,9,8,6,1,5,0,0,850,2
0,71,2,5,NA,15,2,5,9,17,2,5,2,1,0,0,NA,2
44000,52,1,2,2,10,3,2,7,9,8,2,1,NA,NA,NA,310,1
24000,43,1,2,3,8,3,5,7,11,7,3,4,1,1,0,290,5
20000,49,2,2,NA,10,1,4,2,5,5,2,1,NA,NA,NA,340,2
34000,47,2,2,2,11,3,1,6,10,7,2,4,NA,NA,NA,330,4
62000,40,2,2,2,8,3,2,2,5,8,2,1,NA,NA,NA,540,2
21000,33,1,2,4,6,4,4,2,2,5,4,4,1,0,0,650,4
10000,38,2,3,NA,8,1,2,5,8,3,3,4,NA,NA,NA,350,3
34000,31,2,2,2,7,3,4,7,7,7,2,1,NA,NA,NA,600,2
0,80,2,5,NA,11,2,6,9,17,4,5,4,NA,NA,NA,360,5
0,75,1,5,5,13,5,6,9,17,3,5,4,NA,NA,NA,580,3
34000,38,1,2,2,8,3,4,5,8,7,2,4,NA,NA,NA,650,1
0,51,2,10,NA,11,2,2,9,17,4,10,4,NA,NA,NA,320,4
0,73,1,5,NA,15,2,5,9,17,3,5,2,3,0,0,NA,1
20000,64,1,2,10,13,4,5,2,5,6,2,1,NA,NA,NA,620,2
18000,59,1,2,10,12,4,6,7,9,6,10,4,NA,NA,NA,330,3
0,55,1,4,4,13,5,6,9,17,7,4,4,1,1,0,890,5
0,65,1,5,NA,13,2,6,6,10,2,5,4,NA,NA,NA,310,3
0,80,2,5,NA,16,2,5,9,17,3,5,2,NA,NA,NA,NA,3
36000,28,1,1,2,5,3,2,4,12,7,2,1,NA,NA,NA,460,2
0,53,2,11,NA,11,2,6,9,17,3,11,4,1,0,0,500,3
9000,35,2,3,NA,7,1,1,6,10,4,3,4,NA,NA,NA,310,3
40000,36,1,2,4,8,4,4,1,5,8,2,1,NA,NA,NA,540,3
52000,47,2,2,2,10,3,4,2,5,8,2,4,3,0,0,400,2
0,72,2,5,NA,15,2,6,9,17,3,5,4,1,0,0,370,3
0,69,2,5,NA,14,2,6,9,17,3,5,2,NA,NA,NA,NA,5
62000,47,2,2,2,10,3,1,1,5,8,2,1,NA,NA,NA,650,3
0,71,2,5,5,15,5,6,9,17,5,5,2,3,0,0,NA,1
0,70,2,5,NA,14,2,5,9,17,5,5,2,NA,NA,NA,NA,3
29000,48,2,2,3,11,3,1,2,5,6,3,1,3,0,0,650,2
0,71,1,5,5,15,5,5,9,17,3,5,2,3,0,0,NA,3
0,71,1,5,NA,15,2,1,9,17,4,5,4,NA,NA,NA,490,2
7000,34,2,2,NA,7,1,1,6,10,5,2,4,NA,NA,NA,360,5
28000,52,1,2,3,11,3,6,6,10,6,3,4,1,0,0,450,3
0,82,1,5,5,17,5,5,9,17,2,5,2,NA,NA,NA,NA,1
12000,35,2,3,NA,7,1,2,3,6,5,3,4,1,1,0,600,2
46000,23,1,2,2,5,3,1,7,9,8,2,1,NA,NA,NA,400,2
42000,53,1,2,2,11,3,1,6,10,8,2,1,NA,NA,NA,700,2
21000,31,2,3,NA,7,1,1,6,10,5,3,4,1,0,0,300,3
0,65,1,5,NA,13,2,1,9,17,3,5,4,1,0,0,370,3
11000,33,2,3,NA,7,1,1,2,5,6,3,4,3,0,0,550,3
22000,56,1,2,NA,12,1,1,1,5,6,2,4,NA,NA,NA,420,2
0,75,1,5,5,15,5,1,9,17,4,5,2,NA,NA,NA,NA,2
19000,44,2,2,2,9,3,4,4,2,4,2,4,NA,NA,NA,360,3
0,74,1,5,NA,15,2,4,9,17,4,5,2,3,0,0,NA,2
0,76,1,5,5,16,5,2,9,17,6,5,2,NA,NA,NA,NA,2
0,77,2,5,NA,16,2,6,9,17,2,5,2,3,0,0,NA,3
62000,49,1,2,3,10,3,4,5,8,8,2,1,NA,NA,NA,460,1
58000,56,2,3,5,12,4,4,3,9,8,5,2,NA,NA,NA,NA,1
45000,52,2,2,2,11,3,4,4,12,8,2,1,5,0,0,700,1
62000,49,1,2,2,10,3,4,1,4,8,2,1,3,0,0,1000,2
62000,40,2,2,2,8,3,4,1,4,8,2,2,NA,NA,NA,NA,2
40000,33,1,2,3,6,3,3,5,8,8,3,1,5,0,0,450,3
49000,49,2,2,2,11,3,1,2,2,8,2,1,3,1,0,460,3
0,80,1,5,5,16,5,3,9,17,4,5,2,5,0,0,NA,2
18000,63,1,2,NA,13,1,4,2,2,4,2,4,NA,NA,NA,410,3
0,86,1,5,NA,18,2,6,9,17,3,5,4,NA,NA,NA,300,1
0,49,2,11,NA,10,2,6,9,17,3,11,4,NA,NA,NA,400,4
55000,52,2,2,2,11,3,2,1,4,8,2,1,3,1,1,1000,2
20000,44,2,2,NA,9,1,1,3,6,4,2,4,NA,NA,NA,550,3
12000,63,2,3,5,14,4,1,2,5,5,5,2,3,0,0,NA,3
38000,49,1,2,2,10,3,1,4,12,8,2,1,3,0,1,950,2
31000,38,1,2,2,8,3,3,2,5,7,2,1,3,1,0,800,3
0,57,1,5,5,10,5,4,1,5,2,5,2,NA,NA,NA,NA,1
52000,41,1,2,3,8,3,3,2,5,8,3,1,3,0,0,550,2
10000,62,1,3,4,12,4,5,6,6,3,4,2,NA,NA,NA,NA,1
43000,58,1,2,NA,12,1,2,1,5,8,2,1,NA,NA,NA,300,1
62000,52,1,2,2,10,3,4,2,6,8,2,1,3,1,1,550,4
42000,30,2,2,2,6,3,4,2,5,8,2,1,3,1,0,730,3
0,24,2,4,NA,5,2,3,6,10,2,4,4,NA,NA,NA,700,3
0,66,1,5,NA,14,2,6,9,17,4,5,4,1,0,0,310,2
0,30,1,10,NA,6,2,2,3,5,4,10,4,NA,NA,NA,280,3
14000,36,1,1,4,7,4,4,4,12,6,4,4,NA,NA,NA,500,2
25000,52,1,2,3,11,3,1,7,11,6,3,4,NA,NA,NA,430,1
43000,33,1,2,2,7,3,4,2,5,8,2,1,NA,NA,NA,460,3
53000,37,2,2,2,8,3,4,2,2,8,2,1,3,1,1,660,2
26000,47,2,2,NA,10,1,2,2,5,6,2,2,NA,NA,NA,NA,3
58000,37,2,2,2,8,3,1,2,5,8,2,1,3,1,1,700,1
35000,64,1,2,NA,13,1,4,2,5,8,2,4,NA,NA,NA,590,2
23000,42,1,2,NA,9,1,3,2,2,5,2,4,NA,NA,NA,490,2
62000,59,1,2,1,12,3,4,1,5,8,2,2,NA,NA,NA,NA,3
56000,39,1,2,2,6,3,4,1,4,8,2,1,NA,NA,NA,660,3
0,74,2,5,NA,15,2,1,9,17,2,5,2,3,0,0,NA,2
0,75,1,5,5,15,5,6,9,17,5,5,2,NA,NA,NA,NA,3
13000,42,2,2,NA,9,1,3,3,6,3,2,1,3,0,0,300,3
0,65,1,5,5,13,5,2,9,17,2,5,2,NA,NA,NA,NA,2
42000,30,2,2,2,6,3,4,2,5,8,2,1,NA,NA,NA,650,1
39000,38,2,2,2,8,3,2,5,9,8,2,1,NA,NA,NA,1000,3
51000,47,1,2,2,10,3,4,2,6,8,2,1,NA,NA,NA,440,3
0,80,1,5,5,16,5,4,9,17,7,5,2,3,0,0,NA,2
0,74,1,5,5,15,5,3,9,17,6,5,2,NA,NA,NA,NA,3
14000,49,2,1,NA,10,1,4,2,2,3,1,1,NA,NA,NA,1000,3
0,77,2,5,NA,16,2,4,9,17,5,5,2,NA,NA,NA,NA,1
51000,61,2,5,1,15,4,4,1,4,8,1,2,NA,NA,NA,NA,1
0,74,1,5,5,15,5,6,9,17,3,5,2,5,0,0,NA,3
20000,59,1,2,5,12,4,NA,6,10,5,5,2,NA,NA,NA,NA,3
12000,71,2,2,NA,15,1,5,6,6,5,2,4,2,0,0,320,3
0,64,2,5,NA,13,2,1,3,6,1,5,4,NA,NA,NA,450,1
0,73,1,5,5,15,5,4,9,17,8,5,2,NA,NA,NA,NA,2
62000,45,1,2,3,9,3,3,3,6,8,2,1,NA,NA,NA,1000,2
0,55,1,5,NA,11,2,6,9,17,1,5,2,NA,NA,NA,NA,3
37000,30,1,3,3,7,3,4,2,5,8,3,2,NA,NA,NA,NA,1
0,66,1,5,5,14,5,6,9,17,3,5,4,5,0,0,340,3
54000,53,1,2,2,11,3,3,1,1,8,2,1,NA,NA,NA,480,3
0,62,1,10,NA,13,2,3,9,17,6,10,4,NA,NA,NA,630,2
0,84,1,5,NA,17,2,5,9,17,3,5,4,3,0,0,270,1
0,46,2,10,NA,10,2,6,9,17,5,10,4,NA,NA,NA,360,3
0,80,1,5,5,15,5,6,9,17,5,5,2,NA,NA,NA,NA,2
57000,39,2,3,2,8,3,3,6,6,8,3,4,NA,NA,NA,360,1
43000,50,1,2,2,10,3,4,1,5,8,2,1,NA,NA,NA,650,3
31000,36,1,2,3,8,3,2,2,6,7,2,1,NA,NA,NA,870,3
0,71,1,5,5,15,5,2,9,17,7,5,2,NA,NA,NA,NA,1
40000,51,1,2,3,10,3,2,5,9,8,3,2,NA,NA,NA,NA,1
0,56,1,6,4,12,5,4,9,17,NA,6,1,3,0,0,330,3
50000,51,2,2,1,11,3,4,2,5,8,2,4,3,0,0,1000,1
45000,35,1,2,3,7,3,4,2,6,8,2,1,NA,NA,NA,600,2
36000,37,1,2,3,8,3,2,2,2,7,3,1,NA,NA,NA,870,3
30000,65,1,5,2,13,4,3,9,17,6,5,2,NA,NA,NA,NA,1
23000,41,1,1,3,8,3,NA,9,17,5,3,1,NA,NA,NA,700,8
0,71,1,5,NA,15,2,4,9,17,3,5,4,1,1,1,820,1
0,77,1,5,NA,16,2,6,9,17,3,5,4,NA,NA,NA,470,2
8000,60,2,3,5,14,4,6,7,11,5,5,4,NA,NA,NA,370,3
0,53,2,10,NA,11,2,2,3,6,2,10,4,NA,NA,NA,420,5
20000,60,1,5,2,12,4,1,9,17,6,2,1,5,0,0,400,8
32000,45,2,3,3,10,3,4,1,4,8,3,1,NA,NA,NA,1000,2
16000,60,1,5,3,12,4,1,6,10,5,5,2,NA,NA,NA,NA,2
0,73,1,5,5,15,5,6,9,17,3,5,4,NA,NA,NA,290,2
0,33,2,10,NA,7,2,2,9,17,4,10,4,NA,NA,NA,270,3
29000,38,1,1,3,7,3,2,4,2,7,3,1,NA,NA,NA,340,2
12000,54,2,3,NA,11,1,6,7,11,3,3,4,1,0,0,260,3
42000,30,2,2,2,6,3,NA,2,5,8,2,1,NA,NA,NA,620,2
30000,46,1,1,4,10,4,4,2,2,7,1,1,NA,NA,NA,1000,3
51000,31,1,1,2,7,3,NA,4,12,8,1,2,NA,NA,NA,NA,1
16000,57,1,2,NA,12,1,6,7,9,4,2,4,NA,NA,NA,260,1
0,75,2,5,NA,15,2,5,9,17,1,5,4,3,1,0,330,2
0,81,1,5,5,18,5,5,9,17,4,5,2,NA,NA,NA,NA,2
0,86,2,5,NA,18,2,6,9,17,2,5,4,NA,NA,NA,280,3
46000,34,2,2,1,9,3,4,2,5,8,1,1,NA,NA,NA,560,2
22000,45,1,2,4,9,4,3,2,5,5,4,1,NA,NA,NA,540,3
0,25,1,8,NA,5,2,4,9,17,1,8,5,2,0,0,NA,2
0,86,1,5,NA,18,2,6,9,17,3,5,2,NA,NA,NA,NA,2
33000,62,1,2,3,12,3,2,3,6,7,3,2,NA,NA,NA,NA,2
38000,52,1,2,3,11,3,4,2,5,7,2,2,NA,NA,NA,NA,2
46000,42,2,2,2,9,3,4,2,5,8,2,2,3,0,0,NA,2
0,80,1,5,5,16,5,5,4,2,5,5,2,NA,NA,NA,NA,1
36000,32,1,2,2,7,3,2,7,9,7,2,1,NA,NA,NA,600,2
0,74,1,5,5,15,5,5,9,17,5,5,2,NA,NA,NA,NA,1
29000,37,1,2,2,6,3,1,2,2,7,2,4,NA,NA,NA,350,4
0,57,1,10,10,12,5,6,9,17,5,10,4,1,0,0,330,5
0,82,2,5,NA,17,2,6,9,17,3,5,2,NA,NA,NA,NA,1
39000,53,1,2,2,10,3,NA,5,8,8,2,4,1,0,0,420,3
10000,69,2,2,5,14,4,6,6,10,6,2,1,NA,NA,NA,600,3
25000,36,1,2,3,7,3,1,7,9,6,3,1,NA,NA,NA,480,1
0,68,1,5,5,14,5,5,7,9,3,5,4,NA,NA,NA,370,3
0,40,1,6,NA,8,2,6,9,17,NA,6,4,NA,NA,NA,280,3
22000,49,1,1,NA,10,1,1,2,12,5,1,4,NA,NA,NA,390,3
26000,30,1,1,NA,6,1,2,4,12,6,1,3,3,1,0,710,2
32000,49,1,2,3,10,3,1,7,9,7,2,2,NA,NA,NA,NA,1
12000,67,1,5,3,13,4,2,9,17,6,3,4,NA,NA,NA,490,1
0,21,2,8,NA,5,2,1,9,17,NA,8,4,1,0,0,540,2
0,58,2,5,NA,12,2,4,9,17,5,5,2,NA,NA,NA,NA,1
29000,52,2,2,5,11,4,4,1,4,8,2,2,NA,NA,NA,NA,1
12000,58,2,2,NA,12,1,4,2,5,3,2,1,NA,NA,NA,1000,1
30000,38,1,1,NA,8,1,2,4,12,7,1,4,NA,NA,NA,650,3
24000,45,2,2,NA,9,1,4,1,4,6,2,1,NA,NA,NA,1000,1
0,26,1,10,4,6,5,6,9,17,NA,10,4,NA,NA,NA,400,8
49000,55,1,2,3,12,3,4,2,2,8,3,2,3,1,0,NA,1
62000,41,2,2,2,9,3,4,1,4,8,2,1,NA,NA,NA,1000,3
32000,53,1,1,1,9,3,4,2,2,7,1,2,NA,NA,NA,NA,2
37000,28,2,2,2,6,3,6,2,5,7,2,4,NA,NA,NA,800,7
