TotalEarnings,Age,Gender,EconomicStatus,PartnersEconomicStatus,AgeBand,WorkingStatus,HighestEducationalLevel,EmploymentType,SocioEconomicGroup,AnnualNetHouseholdIncome,EmploymentStatus,PropertyType,TotalSavings,CreditCardDebt,LoanDebt,HousingCostMonthly,FinancialHealth,EconomicStat,PartnerEconomicStat,Occupation
38000,48,Female,2,NA,46-50,Single Working Adult,Degree and Professional Qualifications (SVQ Level 4),2,Employers and managers - small establishments,£30001 - £40000,2,Buying with mortgage/loan,"£1,000 or more",No,No,400,Manage very well,Full-Time,NA,Lower managerial and professional occupations
54000,31,Female,2,2,31-35,Working Couple,Degree and Professional Qualifications (SVQ Level 4),2,Intermediate non-manual workers,£40001,2,Buying with mortgage/loan,"£1,000 or more",No,No,570,Manage quite well,Full-Time,Full-Time,Lower managerial and professional occupations
62000,60,Male,2,4,56-60,"Couple, one works",Degree and Professional Qualifications (SVQ Level 4),2,Employers and managers - small establishments,£40001,2,Buying with mortgage/loan,"£1,000 or more",No,No,550,Manage quite well,Full-Time,Homemaker,Lower managerial and professional occupations
12000,59,Male,1,4,56-60,"Couple, one works",Standard Grade (SVQ Level 1 and 2),4,Own account workers (other than professional),£10001 -£15000,1,Rents (including rents paid by housing benefit),No savings,No,No,430,Have some financial difficulties,Self-Employed,Homemaker,Small employers and own account workers
12000,62,Female,3,5,61-65,"Couple, one works",Degree and Professional Qualifications (SVQ Level 4),2,Intermediate non-manual workers,£30001 - £40000,5,Own it outright,"£1,000 or more",No,No,NA,Manage very well,Part-Time,Retired,Lower managerial and professional occupations
0,59,Female,5,NA,56-60,Non-Working Single,Degree and Professional Qualifications (SVQ Level 4),9,Inadequately described and not stated,£6001 - £10000,5,Own it outright,"£1,000 or more",No,No,NA,Get by alright,Retired,NA,Not classified
26000,46,Male,2,NA,46-50,Single Working Adult,Degree and Professional Qualifications (SVQ Level 4),2,Intermediate non-manual workers,£25001 - £30000,2,Buying with mortgage/loan,"Less than £1,000",No,No,290,Manage quite well,Full-Time,NA,Lower managerial and professional occupations
35000,48,Female,2,2,46-50,Working Couple,Degree and Professional Qualifications (SVQ Level 4),6,Semi-skilled manual workers,£30001 - £40000,2,Rents (including rents paid by housing benefit),"£1,000 or more",Yes,No,1000,Get by alright,Full-Time,Full-Time,Semi-routine occupations
49000,30,Male,2,3,26-30,Working Couple,Standard Grade (SVQ Level 1 and 2),5,Skilled manual workers,£40001,3,Rents (including rents paid by housing benefit),"£1,000 or more",Yes,No,360,Manage quite well,Full-Time,Part-Time,Lower supervisory and technical occupations
62000,59,Male,3,4,56-60,"Couple, one works",HNC/HND (SVQ Level 4),1,Professional workers - self-employed,£40001,3,Own it outright,"£1,000 or more",Yes,No,NA,Manage very well,Part-Time,Homemaker,Higher managerial and professional occupations
24000,47,Female,2,NA,46-50,Single Working Adult,Standard Grade (SVQ Level 1 and 2),2,Intermediate non-manual workers,£20001 - £25000,2,Buying with mortgage/loan,"£1,000 or more",Yes,No,300,Manage quite well,Full-Time,NA,Lower managerial and professional occupations
62000,55,Male,2,3,51-55,Working Couple,Degree and Professional Qualifications (SVQ Level 4),2,Employers and managers - small establishments,£40001,3,Own it outright,"£1,000 or more",No,No,NA,Manage very well,Full-Time,Part-Time,Lower managerial and professional occupations
30000,39,Male,2,3,36-40,Working Couple,Degree and Professional Qualifications (SVQ Level 4),2,Intermediate non-manual workers,£30001 - £40000,2,Buying with mortgage/loan,"£1,000 or more",No,No,580,Manage quite well,Full-Time,Part-Time,Lower managerial and professional occupations
8000,30,Female,3,NA,26-30,Single Working Adult,Highers and A-Levels (SVQ Level 3),6,Semi-skilled manual workers,£20001 - £25000,3,Rents (including rents paid by housing benefit),No savings,Yes,No,370,Get by alright,Part-Time,NA,Semi-routine occupations
0,54,Female,10,10,51-55,"Couple, neither work",Standard Grade (SVQ Level 1 and 2),9,Inadequately described and not stated,£10001 -£15000,10,Rents (including rents paid by housing benefit),Refusal,No,No,370,Get by alright,Disabled,Disabled,Not classified
24000,43,Male,2,NA,41-45,Single Working Adult,Degree and Professional Qualifications (SVQ Level 4),2,Employers and managers - small establishments,£25001 - £30000,2,Buying with mortgage/loan,Refusal,No,No,240,Get by alright,Full-Time,NA,Lower managerial and professional occupations
35000,34,Male,2,4,36-40,"Couple, one works",Degree and Professional Qualifications (SVQ Level 4),6,Junior non-manual workers,£40001,4,Buying with mortgage/loan,"£1,000 or more",Yes,No,720,Get by alright,Full-Time,Homemaker,Semi-routine occupations
7000,22,Female,3,NA,21-25,Single Working Adult,HNC/HND (SVQ Level 4),7,Personal service workers,£10001 -£15000,3,Rents (including rents paid by housing benefit),No savings,No,No,370,Get by alright,Part-Time,NA,Routine occupations
62000,59,Male,2,2,56-60,Working Couple,HNC/HND (SVQ Level 4),3,Skilled manual workers,£40001,2,Own it outright,"£1,000 or more",Yes,No,NA,Manage quite well,Full-Time,Full-Time,Intermediate occupations
62000,47,Male,2,2,41-45,Working Couple,Degree and Professional Qualifications (SVQ Level 4),2,Junior non-manual workers,£40001,2,Buying with mortgage/loan,Refusal,Yes,No,700,Manage quite well,Full-Time,Full-Time,Lower managerial and professional occupations
32000,48,Female,2,NA,46-50,Single Working Adult,Degree and Professional Qualifications (SVQ Level 4),2,Employers and managers - small establishments,£30001 - £40000,2,Buying with mortgage/loan,"£1,000 or more",Yes,No,520,Get by alright,Full-Time,NA,Lower managerial and professional occupations
43000,30,Male,2,2,21-25,Working Couple,Highers and A-Levels (SVQ Level 3),5,Skilled manual workers,£40001,2,Buying with mortgage/loan,"£1,000 or more",Yes,No,800,Manage quite well,Full-Time,Full-Time,Lower supervisory and technical occupations
23000,58,Female,4,2,56-60,"Couple, one works",Highers and A-Levels (SVQ Level 3),9,Inadequately described and not stated,£20001 - £25000,4,Own it outright,"£1,000 or more",Yes,No,NA,Manage very well,Homemaker,Full-Time,Not classified
62000,37,Male,2,3,36-40,Working Couple,Standard Grade (SVQ Level 1 and 2),5,Skilled manual workers,£40001,2,Buying with mortgage/loan,"£1,000 or more",Yes,No,300,Manage quite well,Full-Time,Part-Time,Lower supervisory and technical occupations
40000,26,Female,2,2,26-30,Working Couple,HNC/HND (SVQ Level 4),1,Professional workers - employees,£30001 - £40000,2,Buying with mortgage/loan,"£1,000 or more",Yes,No,560,Manage very well,Full-Time,Full-Time,Higher managerial and professional occupations
62000,46,Male,2,1,46-50,Working Couple,HNC/HND (SVQ Level 4),3,Junior non-manual workers,£40001,2,Buying with mortgage/loan,"£1,000 or more",No,No,1000,Manage quite well,Full-Time,Self-Employed,Intermediate occupations
42000,34,Male,2,2,31-35,Working Couple,Highers and A-Levels (SVQ Level 3),1,Professional workers - employees,£40001,2,Buying with mortgage/loan,No savings,Yes,No,650,Manage quite well,Full-Time,Full-Time,Higher managerial and professional occupations
0,23,Male,6,8,21-25,"Couple, neither work",Standard Grade (SVQ Level 1 and 2),5,Skilled manual workers,£6001 - £10000,6,Rents (including rents paid by housing benefit),No savings,No,No,330,Have some financial difficulties,Unemployed,Student,Lower supervisory and technical occupations
32000,49,Male,2,3,46-50,Working Couple,Highers and A-Levels (SVQ Level 3),1,Professional workers - self-employed,£30001 - £40000,3,Buying with mortgage/loan,"£1,000 or more",No,No,800,Manage quite well,Full-Time,Part-Time,Higher managerial and professional occupations
54000,64,Male,2,2,61-65,Working Couple,NA,5,Skilled manual workers,£40001,2,Own it outright,"£1,000 or more",No,No,NA,Manage very well,Full-Time,Full-Time,Lower supervisory and technical occupations
36000,61,Female,2,2,61-65,Working Couple,Other Qualifications,5,Foremen and supervisors,£30001 - £40000,2,Part rent/part mortgage,"£1,000 or more",Yes,No,300,Manage quite well,Full-Time,Full-Time,Lower supervisory and technical occupations
37000,37,Male,2,3,36-40,Working Couple,Degree and Professional Qualifications (SVQ Level 4),4,Farmers - employers and managers,£30001 - £40000,3,Rents (including rents paid by housing benefit),"£1,000 or more",No,No,670,Manage quite well,Full-Time,Part-Time,Small employers and own account workers
0,54,Female,5,5,51-55,"Couple, neither work",NA,6,Semi-skilled manual workers,£6001 - £10000,5,Own it outright,Refusal,No,No,NA,Manage very well,Retired,Retired,Semi-routine occupations
56000,44,Male,2,2,41-45,Working Couple,NA,6,Agricultural workers,£40001,2,Living here rent free,"£1,000 or more",No,No,NA,Manage very well,Full-Time,Full-Time,Semi-routine occupations
62000,57,Male,2,NA,56-60,Single Working Adult,Degree and Professional Qualifications (SVQ Level 4),1,Professional workers - employees,£40001,2,Own it outright,"£1,000 or more",No,No,NA,Manage very well,Full-Time,NA,Higher managerial and professional occupations
34000,60,Male,1,1,56-60,Working Couple,Standard Grade (SVQ Level 1 and 2),2,Employers and managers - small establishments,£30001 - £40000,1,Own it outright,"£1,000 or more",No,No,NA,Manage quite well,Self-Employed,Self-Employed,Lower managerial and professional occupations
0,56,Female,5,5,56-60,"Couple, neither work",Degree and Professional Qualifications (SVQ Level 4),1,Professional workers - employees,NA,5,Own it outright,"£1,000 or more",Yes,No,NA,Manage very well,Retired,Retired,Higher managerial and professional occupations
48000,59,Male,2,3,56-60,Working Couple,Highers and A-Levels (SVQ Level 3),1,Professional workers - employees,£40001,3,Own it outright,"£1,000 or more",Yes,No,NA,Manage very well,Full-Time,Part-Time,Higher managerial and professional occupations
27000,57,Male,2,3,56-60,Working Couple,No Qualifications,6,Semi-skilled manual workers,£25001 - £30000,2,Rents (including rents paid by housing benefit),"£1,000 or more",No,No,370,Manage quite well,Full-Time,Part-Time,Semi-routine occupations
8000,48,Female,3,6,46-50,"Couple, one works",Highers and A-Levels (SVQ Level 3),6,Junior non-manual workers,£15001 - £20000,6,Rents (including rents paid by housing benefit),No savings,No,No,410,Get by alright,Part-Time,Unemployed,Semi-routine occupations
46000,44,Male,2,2,41-45,Working Couple,Degree and Professional Qualifications (SVQ Level 4),5,Foremen and supervisors,£40001,2,Buying with mortgage/loan,"£1,000 or more",Yes,Yes,770,Manage quite well,Full-Time,Full-Time,Lower supervisory and technical occupations
34000,49,Male,2,10,51-55,"Couple, one works",HNC/HND (SVQ Level 4),1,Professional workers - employees,£30001 - £40000,10,Buying with mortgage/loan,"£1,000 or more",Yes,No,800,Manage quite well,Full-Time,Disabled,Higher managerial and professional occupations
18000,53,Female,2,NA,51-55,Single Working Adult,Standard Grade (SVQ Level 1 and 2),2,Intermediate non-manual workers,£20001 - £25000,2,Rents (including rents paid by housing benefit),"£1,000 or more",No,No,260,Manage quite well,Full-Time,NA,Lower managerial and professional occupations
30000,58,Male,1,1,56-60,Working Couple,HNC/HND (SVQ Level 4),1,Professional workers - self-employed,£30001 - £40000,1,Own it outright,"£1,000 or more",No,No,NA,Manage quite well,Self-Employed,Self-Employed,Higher managerial and professional occupations
32000,39,Female,2,1,36-40,Working Couple,Highers and A-Levels (SVQ Level 3),2,Employers and managers - small establishments,£30001 - £40000,2,Buying with mortgage/loan,"£1,000 or more",Yes,Yes,420,Manage very well,Full-Time,Self-Employed,Lower managerial and professional occupations
35000,54,Male,1,1,51-55,Working Couple,Highers and A-Levels (SVQ Level 3),2,Employers and managers - small establishments,£30001 - £40000,1,Buying with mortgage/loan,"£1,000 or more",No,No,700,Get by alright,Self-Employed,Self-Employed,Lower managerial and professional occupations
20000,51,Female,2,NA,51-55,Single Working Adult,Degree and Professional Qualifications (SVQ Level 4),2,Intermediate non-manual workers,£25001 - £30000,2,Buying with mortgage/loan,"£1,000 or more",No,No,400,Get by alright,Full-Time,NA,Lower managerial and professional occupations
30000,40,Male,2,4,36-40,"Couple, one works",Highers and A-Levels (SVQ Level 3),1,Intermediate non-manual workers,£25001 - £30000,2,Rents (including rents paid by housing benefit),"£1,000 or more",No,No,750,Manage quite well,Full-Time,Homemaker,Higher managerial and professional occupations
17000,30,Female,4,2,26-30,"Couple, one works",NA,9,Inadequately described and not stated,£20001 - £25000,4,Rents (including rents paid by housing benefit),No savings,No,No,340,Get by alright,Homemaker,Full-Time,Not classified
62000,46,Male,2,2,46-50,Working Couple,HNC/HND (SVQ Level 4),1,Professional workers - employees,£40001,2,Buying with mortgage/loan,"£1,000 or more",Yes,Yes,1000,Manage very well,Full-Time,Full-Time,Higher managerial and professional occupations
24000,36,Male,2,NA,36-40,Single Working Adult,Degree and Professional Qualifications (SVQ Level 4),1,Professional workers - employees,£20001 - £25000,2,Buying with mortgage/loan,"£1,000 or more",No,No,350,Get by alright,Full-Time,NA,Higher managerial and professional occupations
6000,63,Female,3,NA,61-65,Single Working Adult,No Qualifications,6,Semi-skilled manual workers,£6001 - £10000,3,Own it outright,"£1,000 or more",Yes,No,NA,Manage very well,Part-Time,NA,Semi-routine occupations
62000,40,Male,2,2,36-40,Working Couple,Degree and Professional Qualifications (SVQ Level 4),5,Skilled manual workers,£40001,2,Buying with mortgage/loan,"£1,000 or more",Yes,Yes,1000,Get by alright,Full-Time,Full-Time,Lower supervisory and technical occupations
17000,58,Female,3,5,56-60,"Couple, one works",Standard Grade (SVQ Level 1 and 2),3,Intermediate non-manual workers,£20001 - £25000,3,Own it outright,"£1,000 or more",No,No,NA,Get by alright,Part-Time,Retired,Intermediate occupations
20000,44,Female,2,6,56-60,"Couple, one works",Degree and Professional Qualifications (SVQ Level 4),1,Professional workers - self-employed,£20001 - £25000,6,Buying with mortgage/loan,No savings,No,No,700,Get by alright,Full-Time,Unemployed,Higher managerial and professional occupations
0,54,Female,4,NA,51-55,Non-Working Single,HNC/HND (SVQ Level 4),9,Inadequately described and not stated,£25001 - £30000,4,Rents (including rents paid by housing benefit),No savings,No,No,330,Get by alright,Homemaker,NA,Not classified
39000,36,Female,3,2,36-40,Working Couple,Degree and Professional Qualifications (SVQ Level 4),2,Intermediate non-manual workers,£40001,3,Buying with mortgage/loan,"£1,000 or more",Yes,No,280,Manage very well,Part-Time,Full-Time,Lower managerial and professional occupations
0,26,Female,11,NA,26-30,Non-Working Single,Highers and A-Levels (SVQ Level 3),6,Semi-skilled manual workers,£15001 - £20000,11,Rents (including rents paid by housing benefit),No savings,No,No,470,Get by alright,Short-Term_Disabled,NA,Semi-routine occupations
